# File generated by CMD 3.7 (http://stev.oapd.inaf.it/cmd) on Thu Dec 28 12:14:09 UTC 2023
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.050386 0.60000 10.00000 1.0762015581 2.4875771112    1.002  2.033  3.6102  1.799    4  0.000  0.449     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 5.949e-01 3.542e-01 7.519e-03 4.043e-03 2.233e-02 -1.000 5.094e-02 -0.313 0.087 0.913 -0.798
0.050386 0.60000 10.00000 1.0762035847 2.4875774695    1.002  2.070  3.6069  1.749    4  0.000  0.449     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 5.949e-01 3.542e-01 7.519e-03 4.043e-03 2.233e-02 -1.000 5.094e-02 -0.404 0.022 0.866 -0.875
0.050386 0.60000 10.00000 1.0762050152 2.4875777224    1.002  2.103  3.6039  1.704    4  0.000  0.449     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 5.949e-01 3.542e-01 7.519e-03 4.043e-03 2.233e-02 -1.000 5.094e-02 -0.487 -0.038 0.821 -0.944
0.050386 0.60000 10.00000 1.0762051344 2.4875777435    1.002  2.104  3.6038  1.703    7  0.000  0.449     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 5.949e-01 3.542e-01 7.519e-03 4.043e-03 2.233e-02 -1.000 5.094e-02 -0.489 -0.039 0.820 -0.946
0.050386 0.60000 10.00000 1.0762054920 2.4875778067    1.002  2.114  3.6029  1.688    7  0.000  0.449     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 5.949e-01 3.542e-01 7.519e-03 4.043e-03 2.233e-02 -1.000 5.094e-02 -0.515 -0.057 0.806 -0.967
0.050386 0.60000 10.00000 1.0762070417 2.4875780807    1.002  2.151  3.5995  1.638    7  0.000  0.449     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 5.949e-01 3.542e-01 7.519e-03 4.043e-03 2.233e-02 -1.000 5.094e-02 -0.606 -0.123 0.757 -1.044
0.050386 0.60000 10.00000 1.0762084723 2.4875783336    1.002  2.184  3.5963  1.592    7  0.000  0.449     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 5.949e-01 3.542e-01 7.519e-03 4.043e-03 2.233e-02 -1.000 5.094e-02 -0.691 -0.180 0.719 -1.113
0.050386 0.60000 10.00000 1.0762100220 2.4875786076    1.002  2.206  3.5944  1.563    7  0.000  0.449     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 5.949e-01 3.542e-01 7.519e-03 4.043e-03 2.233e-02 -1.000 5.094e-02 -0.744 -0.215 0.694 -1.155
0.050386 0.60000 10.00000 1.0762130022 2.4875791345    1.002  2.217  3.5933  1.548    7  0.000  0.449     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 5.949e-01 3.542e-01 7.519e-03 4.043e-03 2.233e-02 -1.000 5.094e-02 -0.772 -0.234 0.680 -1.178
0.050386 0.60000 10.00000 1.0762146711 2.4875794296    1.002  2.203  3.5947  1.566    7  0.000  0.449     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 5.949e-01 3.542e-01 7.519e-03 4.043e-03 2.233e-02 -1.000 5.094e-02 -0.739 -0.213 0.695 -1.152
0.050386 0.60000 10.00000 1.0762168169 2.4875798089    1.002  2.182  3.5967  1.596    7  0.000  0.449     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 5.949e-01 3.542e-01 7.519e-03 4.043e-03 2.233e-02 -1.000 5.094e-02 -0.685 -0.177 0.719 -1.109
0.050386 0.60000 10.00000 1.0762203932 2.4875804412    1.002  2.156  3.5991  1.631    7  0.000  0.449     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 5.949e-01 3.542e-01 7.519e-03 4.043e-03 2.233e-02 -1.000 5.094e-02 -0.621 -0.134 0.747 -1.057
0.050386 0.60000 10.00000 1.0762257576 2.4875813895    1.002  2.126  3.6019  1.672    7  0.000  0.449     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 5.949e-01 3.542e-01 7.519e-03 4.043e-03 2.233e-02 -1.000 5.094e-02 -0.546 -0.082 0.786 -0.995
0.050386 0.60000 10.00000 1.0762370825 2.4875833916    1.002  2.092  3.6051  1.719    7  0.000  0.449     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 5.949e-01 3.542e-01 7.519e-03 4.043e-03 2.233e-02 -1.000 5.094e-02 -0.461 -0.020 0.832 -0.923
0.050386 0.60000 10.00000 1.0763276815 2.4875994065    1.002  2.077  3.6065  1.740    7  0.000  0.449     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 5.949e-01 3.542e-01 7.518e-03 4.043e-03 2.233e-02 -1.000 5.094e-02 -0.422 0.008 0.853 -0.890
0.050386 0.60000 10.00000 1.0763964653 2.4876115630    1.002  2.110  3.6035  1.695    7  0.000  0.449     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 5.949e-01 3.542e-01 7.518e-03 4.044e-03 2.233e-02 -1.000 5.094e-02 -0.504 -0.051 0.809 -0.959
0.050386 0.60000 10.00000 1.0764480829 2.4876206846    1.002  2.149  3.5998  1.641    7  0.000  0.449     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 5.949e-01 3.542e-01 7.518e-03 4.044e-03 2.233e-02 -1.000 5.094e-02 -0.603 -0.123 0.755 -1.043
0.050386 0.60000 10.00000 1.0764887333 2.4876278673    1.002  2.190  3.5960  1.585    7  0.000  0.449     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 5.949e-01 3.542e-01 7.518e-03 4.044e-03 2.233e-02 -1.000 5.094e-02 -0.705 -0.191 0.710 -1.125
0.050386 0.60000 10.00000 1.0765206814 2.4876335120    1.003  2.230  3.5922  1.529    7  0.000  0.449     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 5.949e-01 3.542e-01 7.518e-03 4.044e-03 2.233e-02 -1.000 5.094e-02 -0.806 -0.259 0.661 -1.207
0.050386 0.60000 10.00000 1.0765463114 2.4876380401    1.003  2.270  3.5883  1.474    7  0.000  0.449     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 5.949e-01 3.542e-01 7.518e-03 4.044e-03 2.233e-02 -1.000 5.094e-02 -0.906 -0.321 0.626 -1.286
0.050386 0.60000 10.00000 1.0765678883 2.4876418519    1.003  2.310  3.5845  1.419    7  0.000  0.449     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 5.949e-01 3.542e-01 7.518e-03 4.044e-03 2.233e-02 -1.000 5.094e-02 -1.005 -0.377 0.609 -1.361
0.050386 0.60000 10.00000 1.0765864849 2.4876451371    1.003  2.349  3.5806  1.364    7  0.000  0.449     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 5.949e-01 3.542e-01 7.518e-03 4.044e-03 2.233e-02 -1.000 5.094e-02 -1.103 -0.431 0.593 -1.435
0.050386 0.60000 10.00000 1.0766029358 2.4876480431    1.003  2.388  3.5766  1.309    7  0.000  0.449     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 5.949e-01 3.542e-01 7.518e-03 4.044e-03 2.233e-02 -1.000 5.094e-02 -1.200 -0.476 0.599 -1.502
0.050386 0.60000 10.00000 1.0766178370 2.4876506753    1.003  2.427  3.5726  1.254    7  0.000  0.449     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 5.949e-01 3.542e-01 7.518e-03 4.044e-03 2.233e-02 -1.000 5.094e-02 -1.298 -0.518 0.610 -1.568
0.050386 0.60000 10.00000 1.0766314268 2.4876530758    1.003  2.466  3.5685  1.199    7  0.000  0.449     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 5.949e-01 3.542e-01 7.518e-03 4.044e-03 2.233e-02 -1.000 5.094e-02 -1.396 -0.557 0.631 -1.631
0.050386 0.60000 10.00000 1.0766440630 2.4876553077    1.003  2.505  3.5644  1.143    7  0.000  0.449    15.29    10.78     7.47     5.78     4.69  4    -1e-30      0.00 5.949e-01 3.542e-01 7.518e-03 4.044e-03 2.233e-02 -1.000 5.094e-02 -1.493 -0.587 0.670 -1.688
0.050386 0.60000 10.00000 1.0766553879 2.4876573080    1.003  2.544  3.5602  1.088    7  0.000  0.449    17.15    11.91     8.21     6.37     5.17  4    -1e-30      0.00 5.949e-01 3.542e-01 7.518e-03 4.044e-03 2.233e-02 -1.000 5.094e-02 -1.589 -0.616 0.712 -1.743
0.050386 0.60000 10.00000 1.0766656399 2.4876591187    1.003  2.581  3.5561  1.034    7  0.000  0.449    19.20    13.13     9.01     7.00     5.68  3    -1e-30      0.00 5.949e-01 3.542e-01 7.518e-03 4.044e-03 2.233e-02 -1.000 5.094e-02 -1.683 -0.630 0.780 -1.784
0.050386 0.60000 10.00000 1.0766757727 2.4876609084    1.003  2.620  3.5517  0.978    7  0.000  0.449    21.58    14.54     9.93     7.72     6.27  3    -1e-30      0.00 5.949e-01 3.542e-01 7.517e-03 4.044e-03 2.233e-02 -1.000 5.094e-02 -1.780 -0.643 0.856 -1.824
0.050386 0.60000 10.00000 1.0766855478 2.4876626348    1.003  2.659  3.5472  0.921    7  0.000  0.449    24.30    16.11    10.96     8.53     6.93  3    -1e-30      0.00 5.949e-01 3.542e-01 7.516e-03 4.045e-03 2.233e-02 -1.000 5.094e-02 -1.877 -0.644 0.952 -1.854
0.050386 0.60000 10.00000 1.0766947269 2.4876642560    1.003  2.698  3.5427  0.864    7  0.000  0.449    27.38    17.87    12.09     9.43     7.66  3    -1e-30      0.00 5.949e-01 3.542e-01 7.514e-03 4.046e-03 2.233e-02 -1.000 5.094e-02 -1.975 -0.640 1.062 -1.878
0.050386 0.60000 10.00000 1.0767025948 2.4876656455    1.003  2.734  3.5383  0.810    7  0.000  0.448    30.63    19.69    13.27    10.37     8.43  3    -1e-30      0.00 5.949e-01 3.542e-01 7.511e-03 4.048e-03 2.233e-02 -1.000 5.094e-02 -2.066 -0.627 1.176 -1.893
0.050386 0.60000 10.00000 1.0767081976 2.4876666350    1.003  2.766  3.5345  0.763    7  0.000  0.448    33.78    21.44    14.39    11.25     9.15  3    -1e-30      0.00 5.949e-01 3.542e-01 7.507e-03 4.050e-03 2.233e-02 -1.000 5.094e-02 -2.145 -0.604 1.288 -1.892
0.050386 0.60000 10.00000 1.0767120123 2.4876673087    1.003  2.794  3.5310  0.722    7  0.000  0.448    36.84    23.11    15.46    12.10     9.84  3    -1e-30      0.00 5.949e-01 3.542e-01 7.503e-03 4.053e-03 2.233e-02 -1.000 5.094e-02 -2.214 -0.582 1.391 -1.889
0.050386 0.60000 10.00000 1.0767152309 2.4876678771    1.003  2.821  3.5276  0.681    7  0.000  0.448    40.12    24.88    16.59    13.00    10.58  3    -1e-30      0.00 5.949e-01 3.542e-01 7.498e-03 4.058e-03 2.233e-02 -1.000 5.094e-02 -2.282 -0.544 1.511 -1.871
0.050386 0.60000 10.00000 1.0767179728 2.4876683613    1.003  2.849  3.5239  0.638    7  0.000  0.447    43.88    26.89    17.87    14.02    11.41  2    -1e-30      0.00 5.949e-01 3.542e-01 7.493e-03 4.063e-03 2.233e-02 -1.000 5.094e-02 -2.352 -0.497 1.646 -1.842
0.050386 0.60000 10.00000 1.0767207146 2.4876688456    1.003  2.879  3.5199  0.592    7  0.000  0.447    48.31    29.23    19.35    15.20    12.37  2    -1e-30      0.00 5.949e-01 3.542e-01 7.487e-03 4.069e-03 2.233e-02 -1.000 5.094e-02 -2.428 -0.443 1.795 -1.810
0.050386 0.60000 10.00000 1.0767232180 2.4876692877    1.003  2.910  3.5157  0.544    7  0.000  0.447    53.34    31.85    21.01    16.52    13.45  2    -1e-30      0.00 5.949e-01 3.542e-01 7.482e-03 4.074e-03 2.233e-02 -1.000 5.094e-02 -2.505 -0.363 1.976 -1.750
0.050386 0.60000 10.00000 1.0767252445 2.4876696455    1.003  2.938  3.5119  0.501    7  0.000  0.447    58.42    34.46    22.65    17.83    14.51  2    -1e-30      0.00 5.949e-01 3.542e-01 7.479e-03 4.078e-03 2.233e-02 -1.000 5.094e-02 -2.575 -0.281 2.159 -1.689
0.050386 0.60000 10.00000 1.0767273903 2.4876700245    1.003  2.968  3.5078  0.455    7  0.000  0.446    64.30    37.45    24.52    19.33    15.74  2    -1e-30      0.00 5.949e-01 3.542e-01 7.476e-03 4.082e-03 2.233e-02 -1.000 5.094e-02 -2.649 -0.203 2.328 -1.629
0.050386 0.60000 10.00000 1.0767296553 2.4876704245    1.003  3.002  3.5030  0.402    7  0.000  0.446    71.83    41.22    26.87    21.21    17.28  2    -1e-30      0.00 5.949e-01 3.542e-01 7.473e-03 4.085e-03 2.233e-02 -1.000 5.095e-02 -2.734 -0.120 2.496 -1.565
0.050386 0.60000 10.00000 1.0767320395 2.4876708455    1.003  3.036  3.4980  0.347    7  0.000  0.446    80.52    45.51    29.54    23.35    19.02  2    -1e-30      0.00 5.949e-01 3.542e-01 7.471e-03 4.088e-03 2.233e-02 -1.000 5.095e-02 -2.821 -0.044 2.643 -1.505
0.050386 0.60000 10.00000 1.0767345428 2.4876712876    1.003  3.072  3.4929  0.291    7  0.000  0.446    90.44    50.33    32.52    25.75    20.98  2    -1e-30      0.00 5.949e-01 3.542e-01 7.469e-03 4.090e-03 2.233e-02 -1.000 5.095e-02 -2.909 0.030 2.761 -1.444
0.050386 0.60000 10.00000 1.0767372847 2.4876717718    1.003  3.111  3.4872  0.229    7  0.000  0.446   102.92    56.30    36.19    28.70    23.39  2    -1e-30      0.00 5.949e-01 3.542e-01 7.467e-03 4.093e-03 2.233e-02 -1.000 5.095e-02 -3.007 0.081 2.842 -1.403
0.050386 0.60000 10.00000 1.0767400265 2.4876722560    1.003  3.148  3.4815  0.169    7  0.000  0.446   116.77    62.81    40.18    31.91    26.02  2    -1e-30      0.00 5.949e-01 3.542e-01 7.465e-03 4.095e-03 2.233e-02 -1.000 5.095e-02 -3.101 0.093 2.861 -1.396
0.050386 0.60000 10.00000 1.0767430067 2.4876727823    1.003  3.187  3.4756  0.107    7  0.000  0.445   132.92    70.27    44.72    35.59    29.02  1    -1e-30      0.00 5.949e-01 3.542e-01 7.464e-03 4.096e-03 2.233e-02 -1.000 5.095e-02 -3.197 0.087 2.866 -1.406
0.050386 0.60000 10.00000 1.0767459869 2.4876733086    1.003  3.226  3.4695  0.043    7  0.000  0.445   151.63    78.76    49.87    39.75    32.42  1    -1e-30      0.00 5.949e-01 3.542e-01 7.464e-03 4.096e-03 2.233e-02 -1.000 5.095e-02 -3.295 0.072 2.866 -1.424
0.050386 0.60000 10.00000 1.0767490864 2.4876738559    1.003  3.264  3.4635 -0.018    7  0.000  0.445   172.50    88.08    55.49    44.30    36.14  1    -1e-30      0.00 5.949e-01 3.542e-01 7.464e-03 4.097e-03 2.233e-02 -1.000 5.095e-02 -3.389 0.037 2.857 -1.462
0.050386 0.60000 10.00000 1.0767523050 2.4876744243    1.003  3.301  3.4574 -0.080    7  0.000  0.445   189.88    98.45    61.72    49.35    40.28  1    -1e-30      0.00 5.949e-01 3.542e-01 7.464e-03 4.097e-03 2.233e-02 -1.000 5.095e-02 -3.483 -0.007 2.847 -1.510
0.050386 0.60000 10.00000 1.0767554045 2.4876749716    1.003  3.335  3.4517 -0.137    7  0.000  0.445   207.24   109.17    68.12    54.55    44.53  1    -1e-30      0.00 5.949e-01 3.542e-01 7.464e-03 4.097e-03 2.233e-02 -1.000 5.095e-02 -3.568 -0.057 2.840 -1.564
0.050386 0.60000 10.00000 1.0767583847 2.4876754979    1.003  3.368  3.4462 -0.192    7  0.000  0.445   225.28   120.48    74.84    60.03    49.01  1    -1e-30      0.00 5.949e-01 3.542e-01 7.464e-03 4.097e-03 2.233e-02 -1.000 5.095e-02 -3.649 -0.108 2.840 -1.621
0.050386 0.60000 10.00000 1.0767614841 2.4876760452    1.003  3.402  3.4402 -0.250    7  0.522  0.445   246.43   133.96    82.82    66.53    54.33  1    -1e-30      0.00 5.949e-01 3.542e-01 7.464e-03 4.097e-03 2.233e-02 -1.000 5.095e-02 -3.736 -0.164 2.844 -1.684
0.050386 0.60000 10.00000 1.0767631531 2.4876763399    1.003  3.429  3.4280 -0.326    8  0.539  0.467   276.73   153.62    94.39    75.98    62.07  1 -2.38e-07      0.01 5.949e-01 3.542e-01 7.840e-03 4.103e-03 2.238e-02 -1.000 5.097e-02 -3.803 -0.186 2.962 -1.722
0.050386 0.60000 10.00000 1.0767631531 2.4876763399    1.002  3.191  3.4622  0.049    8  0.539  0.467   150.00    78.02    49.42    39.39    32.12  1 -3.76e-08      0.00 5.949e-01 3.542e-01 7.840e-03 4.103e-03 2.238e-02 -1.000 5.097e-02 -3.208 0.205 3.011 -1.292
0.050386 0.60000 10.00000 1.0767631531 2.4876763399    1.001  3.070  3.4839  0.256    8  0.539  0.467    97.32    53.62    34.55    27.38    22.31  2 -2.36e-08      0.00 5.949e-01 3.542e-01 7.840e-03 4.103e-03 2.238e-02 -1.000 5.097e-02 -2.905 0.226 2.973 -1.258
0.050386 0.60000 10.00000 1.0767632723 2.4876763609    0.999  2.929  3.5088  0.496    8  0.539  0.467    58.94    34.72    22.81    17.96    14.62  2 -1.44e-08      0.00 5.949e-01 3.542e-01 7.840e-03 4.103e-03 2.238e-02 -1.000 5.097e-02 -2.552 -0.142 2.362 -1.563
0.050386 0.60000 10.00000 1.0767632723 2.4876763609    0.996  2.968  3.5004  0.422    8  0.539  0.467    68.77    39.68    25.91    20.45    16.65  2 -1.63e-08      0.00 5.949e-01 3.542e-01 7.840e-03 4.103e-03 2.238e-02 -1.000 5.097e-02 -2.650 0.053 2.702 -1.400
0.050386 0.60000 10.00000 1.0767633915 2.4876763820    0.992  3.089  3.4766  0.204    8  0.539  0.467   108.28    58.77    37.70    29.93    24.39  2 -2.49e-08      0.00 5.949e-01 3.542e-01 7.840e-03 4.103e-03 2.238e-02 -1.000 5.097e-02 -2.953 0.291 3.043 -1.198
0.050386 0.60000 10.00000 1.0767635107 2.4876764030    0.987  3.229  3.4490 -0.049    8  0.539  0.467   179.94    92.67    58.23    46.55    37.98  1 -4.29e-08      0.00 5.949e-01 3.542e-01 7.840e-03 4.103e-03 2.238e-02 -1.000 5.097e-02 -3.303 0.189 3.082 -1.318
0.050386 0.60000 10.00000 1.0767636299 2.4876764241    0.981  3.342  3.4260 -0.256    8  0.539  0.467   246.73   134.66    83.19    66.89    54.62  1 -7.66e-08      0.00 5.949e-01 3.542e-01 7.840e-03 4.103e-03 2.238e-02 -1.000 5.097e-02 -3.585 0.004 3.152 -1.530
0.050386 0.60000 10.00000 1.0767637491 2.4876764451    0.974  3.414  3.4101 -0.395    8  0.539  0.467   304.13   172.58   105.42    85.09    69.52  1 -6.68e-07      0.05 5.949e-01 3.542e-01 7.840e-03 4.103e-03 2.238e-02 -1.000 5.097e-02 -3.764 -0.044 3.296 -1.602
0.050386 0.60000 10.00000 1.0767639875 2.4876764872    0.967  3.451  3.4002 -0.475    8  0.539  0.467   343.15   199.26   120.91    97.83    79.95  1 -2.08e-06      0.48 5.949e-01 3.542e-01 7.840e-03 4.103e-03 2.238e-02 -1.000 5.097e-02 -3.858 0.547 4.349 -1.100
0.050386 0.60000 10.00000 1.0767641068 2.4876765083    0.958  3.470  3.3935 -0.524    8  0.539  0.467   359.33    -1.00    -1.00    -1.00    -1.00  1 -3.96e-06      1.28 5.949e-01 3.542e-01 7.840e-03 4.103e-03 2.238e-02 -1.000 5.097e-02 -3.904 1.763 6.336 -0.036
0.050386 0.60000 10.00000 1.0767643452 2.4876765504    0.949  3.481  3.3879 -0.562    8  0.540  0.467   353.16    -1.00    -1.00    -1.00    -1.00  1 -4.12e-06      1.33 5.949e-01 3.542e-01 7.840e-03 4.103e-03 2.238e-02 -1.000 5.097e-02 -3.932 1.818 6.446 0.009
0.050386 0.60000 10.00000 1.0767643452 2.4876765504    0.949  3.296  3.4218 -0.242    8  0.540  0.467   238.34   130.04    80.40    64.69    52.81  1 -5.95e-08      0.00 5.949e-01 3.542e-01 7.840e-03 4.103e-03 2.238e-02 -1.000 5.097e-02 -3.470 0.118 3.311 -1.420
0.050386 0.60000 10.00000 1.0767643452 2.4876765504    0.947  3.124  3.4534  0.056    8  0.540  0.467   146.31    75.87    48.06    38.36    31.27  2  -2.7e-08      0.00 5.949e-01 3.542e-01 7.840e-03 4.103e-03 2.238e-02 -1.000 5.097e-02 -3.040 0.403 3.246 -1.098
0.050386 0.60000 10.00000 1.0767644644 2.4876765714    0.944  2.982  3.4795  0.302    8  0.540  0.467    87.45    48.64    31.43    24.93    20.30  2 -1.59e-08      0.00 5.949e-01 3.542e-01 7.840e-03 4.103e-03 2.238e-02 -1.000 5.097e-02 -2.684 0.499 3.225 -0.985
0.050386 0.60000 10.00000 1.0767644644 2.4876765714    0.940  3.019  3.4724  0.234    8  0.540  0.467   100.72    54.93    35.30    28.05    22.85  2 -1.83e-08      0.00 5.949e-01 3.542e-01 7.840e-03 4.103e-03 2.238e-02 -1.000 5.097e-02 -2.778 0.502 3.243 -0.987
0.050386 0.60000 10.00000 1.0767645836 2.4876765925    0.936  3.138  3.4503  0.025    8  0.540  0.467   155.94    80.04    50.57    40.41    32.95  1  -2.9e-08      0.00 5.949e-01 3.542e-01 7.840e-03 4.103e-03 2.238e-02 -1.000 5.097e-02 -3.074 0.391 3.257 -1.114
0.050386 0.60000 10.00000 1.0767647028 2.4876766135    0.930  3.274  3.4248 -0.217    8  0.540  0.467   227.64   123.62    76.57    61.61    50.28  1 -5.13e-08      0.00 5.949e-01 3.542e-01 7.840e-03 4.103e-03 2.238e-02 -1.000 5.097e-02 -3.416 0.166 3.321 -1.368
0.050386 0.60000 10.00000 1.0767648220 2.4876766346    0.923  3.384  3.4046 -0.410    8  0.540  0.467   305.47   175.08   106.74    86.35    70.52  1 -8.24e-07      0.08 5.949e-01 3.542e-01 7.840e-03 4.103e-03 2.238e-02 -1.000 5.097e-02 -3.689 0.082 3.459 -1.482
0.050386 0.60000 10.00000 1.0767649412 2.4876766556    0.915  3.452  3.3923 -0.531    8  0.540  0.467   330.14    -1.00    -1.00    -1.00    -1.00  1 -3.85e-06      1.27 5.949e-01 3.542e-01 7.840e-03 4.103e-03 2.238e-02 -1.000 5.097e-02 -3.859 1.800 6.370 0.002
0.050386 0.60000 10.00000 1.0767650604 2.4876766767    0.906  3.485  3.3869 -0.591    8  0.540  0.467   324.26    -1.00    -1.00    -1.00    -1.00  1 -4.16e-06      1.33 5.949e-01 3.542e-01 7.840e-03 4.103e-03 2.238e-02 -1.000 5.097e-02 -3.943 1.825 6.470 0.014
0.050386 0.60000 10.00000 1.0767651796 2.4876766977    0.895  3.499  3.3858 -0.614    8  0.541  0.467   317.79    -1.00    -1.00    -1.00    -1.00  1  -4.3e-06      1.36 5.949e-01 3.542e-01 7.840e-03 4.103e-03 2.238e-02 -1.000 5.097e-02 -3.978 1.834 6.509 0.018
0.050386 0.60000 10.00000 1.0767654181 2.4876767398    0.884  3.506  3.3870 -0.621    8  0.541  0.467   310.78    -1.00    -1.00    -1.00    -1.00  1 -4.36e-06      1.37 5.949e-01 3.542e-01 7.840e-03 4.103e-03 2.238e-02 -1.000 5.097e-02 -3.994 1.837 6.525 0.019
0.050386 0.60000 10.00000 1.0767654181 2.4876767398    0.883  3.324  3.4210 -0.304    8  0.541  0.467   255.44   142.84    87.80    70.93    57.88  1 -1.62e-07      0.00 5.949e-01 3.542e-01 7.840e-03 4.103e-03 2.238e-02 -1.000 5.097e-02 -3.541 0.063 3.274 -1.478
0.050386 0.60000 10.00000 1.0767654181 2.4876767398    0.881  3.153  3.4525 -0.008    8  0.541  0.467   162.07    83.63    52.66    42.21    34.40  1  -3.6e-08      0.00 5.949e-01 3.542e-01 7.840e-03 4.103e-03 2.238e-02 -1.000 5.097e-02 -3.113 0.357 3.219 -1.147
0.050386 0.60000 10.00000 1.0767655373 2.4876767609    0.877  3.012  3.4777  0.232    8  0.541  0.467    99.80    54.11    34.74    27.67    22.53  2 -2.09e-08      0.00 5.949e-01 3.542e-01 7.840e-03 4.103e-03 2.238e-02 -1.000 5.097e-02 -2.760 0.463 3.208 -1.025
0.050386 0.60000 10.00000 1.0767655373 2.4876767609    0.871  3.051  3.4682  0.152    8  0.541  0.467   117.92    62.40    39.81    31.78    25.88  1  -2.4e-08      0.00 5.949e-01 3.542e-01 7.840e-03 4.103e-03 2.238e-02 -1.000 5.097e-02 -2.857 0.483 3.250 -1.009
0.050386 0.60000 10.00000 1.0767656565 2.4876767819    0.864  3.171  3.4429 -0.072    8  0.541  0.467   177.53    93.42    58.51    47.01    38.31  1 -3.81e-08      0.00 5.949e-01 3.542e-01 7.840e-03 4.103e-03 2.238e-02 -1.000 5.097e-02 -3.156 0.354 3.299 -1.159
0.050386 0.60000 10.00000 1.0767657757 2.4876768030    0.855  3.309  3.4138 -0.331    8  0.541  0.467   263.41   148.89    91.29    73.88    60.28  1 -2.48e-07      0.01 5.949e-01 3.542e-01 7.840e-03 4.103e-03 2.238e-02 -1.000 5.097e-02 -3.502 0.122 3.389 -1.425
0.050386 0.60000 10.00000 1.0767658949 2.4876768240    0.845  3.420  3.3896 -0.545    8  0.541  0.467   286.15    -1.00    -1.00    -1.00    -1.00  1 -3.58e-06      1.21 5.949e-01 3.542e-01 7.840e-03 4.103e-03 2.238e-02 -1.000 5.097e-02 -3.780 1.789 6.309 0.001
0.050386 0.60000 10.00000 1.0767660141 2.4876768451    0.833  3.491  3.3732 -0.688    8  0.541  0.467   278.96    -1.00    -1.00    -1.00    -1.00  0 -4.22e-06      1.35 5.949e-01 3.542e-01 7.840e-03 4.103e-03 2.238e-02 -1.000 5.097e-02 -3.958 1.840 6.524 0.025
0.050386 0.60000 10.00000 1.0767661333 2.4876768662    0.820  3.528  3.3635 -0.771    8  0.542  0.467   271.02    -1.00    -1.00    -1.00    -1.00  0 -4.59e-06      1.41 5.949e-01 3.542e-01 7.840e-03 4.103e-03 2.238e-02 -1.000 5.097e-02 -4.050 1.859 6.628 0.031
0.050386 0.60000 10.00000 1.0767662525 2.4876768872    0.805  3.546  3.3580 -0.818    8  0.542  0.467   262.40    -1.00    -1.00    -1.00    -1.00  0 -4.79e-06      1.45 5.949e-01 3.542e-01 7.840e-03 4.103e-03 2.238e-02 -1.000 5.097e-02 -4.096 1.868 6.689 0.032
